Export Date,2025-09-08T09:12:07.331Z

Section,Processed Batch Data
WIP_BATCH_ID,PLAN_QTY,WIP_QTY,processing_days,SCRAP_FACTOR,is_delayed,line,formula
BATCH001,1000,950,3,0.025,false,1,F001
BATCH002,800,720,5,0.032,true,2,F002
BATCH003,1200,1080,2,0.018,false,3,F003

Section,"Processing Days Histogram (bin_index,count,bin_edge_start,bin_edge_end,threshold) "
11,2.2596633992972075,2
12,2.013270666298037,2
13,1.9136023916292975,2
14,1.9414941494149416,2
15,1.9119458128078817,2
16,1.9024691358024692,2
17,1.8838323353293414,2
18,1.98023598820059,2
19,1.8917654398003743,2
20,1.32010582010582,2
21,1.1883899233296824,2
22,1.0611581001951855,2
23,0.8127962085308057,2
24,4.416666666666667,2
25,5.5,2
26,1,2

Section,"Line Monthly Average Delay (month,<line...>,threshold)"
month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,threshold
2015-07,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2.708955223880597,2,2,0,0,0,0,0,2
2015-08,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.25,3.1370558375634516,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1464646464646466,3.1522842639593907,4.333333333333333,0,0,0,0,0,0,2
2015-09,3.449197860962567,3.454054054054054,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3.5,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3.4516129032258065,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3.449197860962567,3,0,0,0,0,0,0,2
2015-10,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.54014598540146,2.4473684210526314,0,0,0,0,0,0,0,2
2015-11,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.591549295774648,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4966442953020134,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.4836601307189543,3.185185185185185,2.3333333333333335,0,0,0,0,0,2
2015-12,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.7675675675675675,1.8082901554404145,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,1.824742268041237,2.7222222222222223,0,0,0,0,0,0,2
2016-01,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8516483516483517,1.7401129943502824,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,1.8469945355191257,3.0952380952380953,0,0,0,0,0,0,2
2016-02,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.807017543859649,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.9357798165137616,2.8596491228070176,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,2.8813559322033897,2.84375,2,0,0,0,0,0,2
2016-03,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.506172839506173,3.5093167701863353,7,0,0,0,0,0,0,2
2016-04,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0789473684210527,1.0480769230769231,1.0480769230769231,1.0480769230769231,0,0,0,0,2
2016-05,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,1.2596685082872927,2,0,0,0,2
2016-06,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,1.5082872928176796,5.7272727272727275,0,0,0,2
2016-07,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.6496350364963503,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.624113475177305,1.6376811594202898,1.624113475177305,1.967741935483871,0.75,0,0,2
2016-08,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.2868852459016393,2.5346534653465347,0,0,0,0,2
2016-09,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,1.934782608695652,2.090909090909091,4.333333333333333,4,0,0,2
2016-10,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,1.5778688524590163,2.5714285714285716,5.818181818181818,8.5,0,0,2
2016-11,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.141304347826087,1.1379310344827587,10,10,10,0,2
2016-12,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.5408163265306123,0.4835164835164835,0.25,0,1,0,2
2017-01,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0,0,0,0,2
2017-02,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.4307692307692308,0.375,0.4307692307692308,0.4307692307692308,0.375,0.375,0.375,0.375,0.375,0.375,0.2222222222222222,1.5,2,0,0,2
2017-03,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4479166666666667,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.4148936170212766,0.3974358974358974,1,1,1,2
2017-04,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09009009009009009,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0.09174311926605505,0,0,0,2
2017-05,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-06,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0,0,2
2017-07,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.3728813559322034,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0,0,0,2
2017-08,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,1.9923664122137406,2.2,2.2,2.2,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,2
2017-09,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,2.1710526315789473,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-10,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0.691358024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-11,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.8,3,4,3.5,6,0,0,0,0,0,0,0,0,0,0,0,2
2017-12,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-01,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-02,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7241379310344828,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-04,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.43478260869565216,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-05,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-06,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-07,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,1.0869565217391304,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-08,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,2.380952380952381,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-09,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365,3.25,3.6666666666666665,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-10,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,2.3333333333333335,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-11,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2018-12,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-01,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-02,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,1.9565217391304348,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-03,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,1.1481481481481481,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-04,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,1.2758620689655173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-05,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.0454545454545454,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-06,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.7045454545454546,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-07,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-08,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-09,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-10,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,1.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2019-11,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2
2019-12,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-01,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-02,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,1.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-03,7.875,7.875,7.875,7.875,7.875,7.875,7.875,7.875,7.875,7.875,7.875,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-04,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-05,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-06,2.2,2.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-07,0.7058823529411765,0,0.7058823529411765,0.8,0.7692307692307693,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-08,1.8571428571428572,2,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-09,1.9047619047619047,2,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.9047619047619047,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-10,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8387096774193548,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8571428571428572,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-11,1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3333333333333333,1.3529411764705883,1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3157894736842106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-12,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,2.4482758620689653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-01,1.9375,1.9375,1.9375,1.9375,2.0833333333333335,1.9375,1.9375,1.9375,1.9375,1.9375,1.9375,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-02,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,2.130434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-03,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-04,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-05,1,1,1,1,0.8947368421052632,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-06,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021-07,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
